Date,Open,High,Low,Close,Volume
2024-05-14 22:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-14 22:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-14 22:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-14 23:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-14 23:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-14 23:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-14 23:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 00:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 00:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 00:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 00:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 01:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 01:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 01:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 01:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 02:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 02:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 02:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 02:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 03:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 03:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 03:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 03:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 04:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 04:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 04:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 04:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 05:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 05:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 05:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 05:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 06:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 06:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 06:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 06:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 07:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 07:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 07:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 07:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 08:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 08:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 08:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 08:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 09:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 09:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 09:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 09:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 10:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 10:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 10:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 10:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 11:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 11:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 11:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 11:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 12:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 12:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 12:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 12:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 13:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 13:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 13:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 13:46:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 14:01:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 14:16:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 14:31:00+00:00,5293.5,5303.25,5292.25,5297.0,88648
2024-05-15 14:46:00+00:00,5297.0,5299.25,5286.75,5291.75,80829
2024-05-15 15:01:00+00:00,5292.0,5301.0,5291.25,5297.0,62621
2024-05-15 15:16:00+00:00,5297.0,5301.75,5295.25,5299.25,47667
2024-05-15 15:31:00+00:00,5299.5,5307.25,5298.5,5307.25,49951
2024-05-15 15:46:00+00:00,5307.25,5308.0,5304.5,5307.0,34908
2024-05-15 16:01:00+00:00,5306.75,5315.25,5306.75,5315.0,50191
2024-05-15 16:16:00+00:00,5315.0,5316.75,5312.25,5316.5,41926
2024-05-15 16:31:00+00:00,5316.25,5317.25,5312.75,5315.0,29267
2024-05-15 16:46:00+00:00,5315.0,5316.0,5313.25,5314.5,22065
2024-05-15 17:01:00+00:00,5314.5,5315.0,5309.75,5314.25,31426
2024-05-15 17:16:00+00:00,5314.25,5316.25,5312.25,5316.0,20646
2024-05-15 17:31:00+00:00,5315.75,5318.25,5315.0,5316.75,17544
2024-05-15 17:46:00+00:00,5316.75,5321.5,5316.25,5321.0,21023
2024-05-15 18:01:00+00:00,5321.0,5323.25,5320.75,5323.25,24109
2024-05-15 18:16:00+00:00,5323.25,5324.25,5320.0,5323.5,26069
2024-05-15 18:31:00+00:00,5323.5,5325.5,5321.0,5323.5,21061
2024-05-15 18:46:00+00:00,5323.5,5325.75,5319.0,5325.5,24619
2024-05-15 19:01:00+00:00,5325.5,5330.25,5323.75,5330.0,25874
2024-05-15 19:16:00+00:00,5330.0,5330.25,5324.0,5325.75,27397
2024-05-15 19:31:00+00:00,5325.5,5326.0,5321.75,5324.0,25057
2024-05-15 19:46:00+00:00,5323.75,5325.75,5322.25,5325.75,18881
2024-05-15 20:01:00+00:00,5325.75,5326.75,5322.75,5324.5,26178
2024-05-15 20:16:00+00:00,5324.75,5328.75,5324.0,5326.25,31428
2024-05-15 20:31:00+00:00,5326.25,5330.0,5325.25,5329.25,33822
2024-05-15 20:46:00+00:00,5329.25,5337.25,5326.75,5333.5,145395
2024-05-15 21:01:00+00:00,5333.5,5334.0,5325.25,5326.75,59947
2024-05-15 21:16:00+00:00,5327.0,5328.25,5326.75,5327.75,4946
2024-05-15 21:31:00+00:00,5327.75,5329.75,5327.75,5328.75,2914
2024-05-15 21:46:00+00:00,5328.5,5330.25,5327.0,5330.25,3832
2024-05-15 22:00:00+00:00,5328.5,5330.25,5327.0,5330.25,3832
2024-05-15 22:16:00+00:00,5328.5,5330.25,5327.0,5330.25,3832
2024-05-15 22:31:00+00:00,5331.5,5332.25,5329.25,5332.25,1194
2024-05-15 22:46:00+00:00,5331.5,5332.25,5329.25,5332.25,1194
2024-05-15 23:01:00+00:00,5331.5,5332.25,5329.25,5332.25,1194
2024-05-15 23:16:00+00:00,5332.25,5332.75,5331.5,5332.75,1550
2024-05-15 23:31:00+00:00,5332.75,5333.5,5332.5,5333.0,1111
2024-05-15 23:46:00+00:00,5333.25,5335.25,5332.5,5333.75,1644
2024-05-16 00:01:00+00:00,5333.5,5336.5,5333.5,5336.25,2287
2024-05-16 00:16:00+00:00,5336.25,5339.5,5336.0,5337.75,2598
2024-05-16 00:31:00+00:00,5337.5,5339.5,5337.5,5338.75,1404
