date,open,high,low,close,volume,barCount,average
2023-11-28 01:00:00+00:00,1826.1,1826.1,1825.6,1825.7,111,71,1825.83051252
2023-11-28 01:15:00+00:00,1825.7,1825.7,1824.6,1824.7,177,87,1825.11290323
2023-11-28 01:30:00+00:00,1824.6,1825.3,1824.6,1824.7,68,51,1824.9714028
2023-11-28 01:45:00+00:00,1824.9,1825.3,1824.5,1824.9,101,55,1824.87033107
2023-11-28 02:00:00+00:00,1824.7,1825.9,1824.3,1825.7,70,56,1825.17354626
2023-11-28 02:15:00+00:00,1825.5,1825.8,1824.6,1824.9,118,79,1825.274618
2023-11-28 02:30:00+00:00,1824.7,1825.2,1824.3,1825.0,128,100,1824.62775891
2023-11-28 02:45:00+00:00,1825.0,1825.4,1824.6,1824.7,77,60,1824.95118846
2023-11-28 03:00:00+00:00,1824.9,1825.8,1824.7,1825.4,97,72,1825.37568973
2023-11-28 03:15:00+00:00,1825.5,1826.2,1825.4,1826.1,73,49,1825.91136991
2023-11-28 03:30:00+00:00,1826.1,1826.5,1825.9,1826.1,77,61,1826.15394206
2023-11-28 03:45:00+00:00,1826.1,1826.2,1825.9,1825.9,33,28,1826.0629775
2023-11-28 04:00:00+00:00,1825.9,1826.0,1825.6,1825.8,46,37,1825.75976231
2023-11-28 04:15:00+00:00,1825.8,1826.0,1825.0,1826.0,83,69,1825.37568973
2023-11-28 04:30:00+00:00,1825.8,1825.8,1824.7,1824.7,71,43,1825.21397496
2023-11-28 04:45:00+00:00,1824.6,1825.0,1824.5,1824.5,53,39,1824.78947368
2023-11-28 05:00:00+00:00,1824.6,1824.7,1824.3,1824.4,73,57,1824.53679435
2023-11-28 05:15:00+00:00,1824.4,1825.1,1824.3,1824.6,38,32,1824.71872347
2023-11-28 05:30:00+00:00,1824.5,1824.9,1824.5,1824.7,35,30,1824.67829478
2023-11-28 05:45:00+00:00,1824.6,1824.9,1824.6,1824.7,64,54,1824.8197952
2023-11-28 06:00:00+00:00,1824.7,1824.9,1824.3,1824.4,62,46,1824.53679435
